Year,Disease,Neighborhood,Case Count,"Crude Rate per 100,000 Population","Age-Adjusted Rate per 100,000 Population"
2013,Acute hepatitis B,302 Central Harlem - Morningside Heights,1,0.6,0.6
2013,Acute hepatitis B,303 East Harlem,2,1.8,1.7
2013,Acute hepatitis B,304 Upper West Side,1,0.4,0.4
2013,Acute hepatitis B,305 Upper East Side,1,0.4,0.3
2013,Acute hepatitis B,306 Chelsea - Clinton,5,3.2,2.2
2013,Acute hepatitis B,307 Gramercy Park - Murray Hill,1,0.7,0.9
2013,Acute hepatitis B,308 Greenwich Village - Soho,1,1.2,0.8
2013,Acute hepatitis B,309 Union Square - Lower East Side,1,0.5,0.4
2013,Acute hepatitis B,310 Lower Manhattan,1,1.7,1.1
2013,Acute hepatitis B,401 Long Island City - Astoria,6,2.7,2.5
2013,Acute hepatitis B,402 West Queens,8,1.6,1.5
2013,Acute hepatitis B,403 Flushing - Clearview,1,0.4,0.4
2013,Acute hepatitis B,404 Bayside - Littleneck,0,0,0
2013,Acute hepatitis B,405 Ridgewood - Forest Hills,0,0,0
2013,Acute hepatitis B,406 Fresh Meadows,0,0,0
2013,Acute hepatitis B,407 Southwest Queens,1,0.4,0.4
2013,Acute hepatitis B,408 Jamaica,3,1,1
2013,Acute hepatitis B,409 Southeast Queens,2,1,1
2013,Acute hepatitis B,410 Rockaway,0,0,0
2013,Acute hepatitis B,501 Port Richmond,0,0,0
2013,Acute hepatitis B,502 Stapleton - St. George,1,0.8,0.9
2013,Acute hepatitis B,503 Willowbrook,0,0,0
2013,Acute hepatitis B,504 South Beach - Tottenville,2,1.1,0.8
2014,Acute hepatitis B,101 Kingsbridge - Riverdale,0,0,0
2014,Acute hepatitis B,102 Northeast Bronx,2,1,0.8
2014,Acute hepatitis B,103 Fordham - Bronx Park,7,2.7,2.7
2014,Acute hepatitis B,104 Pelham - Throgs Neck,2,0.6,0.7
2014,Acute hepatitis B,105 Crotona - Tremont,0,0,0
2014,Acute hepatitis B,106 High Bridge - Morrisania,2,0.9,0.9
2014,Acute hepatitis B,107 Hunts Point - Mott Haven,1,0.7,0.7
2014,Acute hepatitis B,201 Greenpoint,1,0.7,0.9
2014,Acute hepatitis B,202 Downtown - Heights - Slope,2,0.8,0.8
2014,Acute hepatitis B,203 Bedford Stuyvesant - Crown Heights,4,1.2,1.2
2014,Acute hepatitis B,204 East New York,3,1.6,1.4
2014,Acute hepatitis B,205 Sunset Park,0,0,0
2014,Acute hepatitis B,206 Borough Park,1,0.3,0.3
2014,Acute hepatitis B,207 East Flatbush - Flatbush,3,1,0.9
2014,Acute hepatitis B,208 Canarsie - Flatlands,0,0,0
2014,Acute hepatitis B,209 Bensonhurst - Bay Ridge,1,0.4,0.4
2014,Acute hepatitis B,210 Coney Island - Sheepshead Bay,1,0.3,0.4
2014,Acute hepatitis B,211 Williamsburg - Bushwick,1,0.5,0.4
2014,Acute hepatitis B,301 Washington Heights - Inwood,2,0.8,0.7
2014,Acute hepatitis B,302 Central Harlem - Morningside Heights,3,1.8,1.6
2014,Acute hepatitis B,303 East Harlem,1,0.9,0.8
2014,Acute hepatitis B,304 Upper West Side,1,0.4,0.4
2014,Acute hepatitis B,305 Upper East Side,3,1.3,1.1
2014,Acute hepatitis B,306 Chelsea - Clinton,1,0.6,0.6
2014,Acute hepatitis B,307 Gramercy Park - Murray Hill,1,0.7,0.7
2014,Acute hepatitis B,308 Greenwich Village - Soho,0,0,0
2014,Acute hepatitis B,309 Union Square - Lower East Side,3,1.5,1.3
2014,Acute hepatitis B,310 Lower Manhattan,0,0,0
2014,Acute hepatitis B,401 Long Island City - Astoria,0,0,0
2014,Acute hepatitis B,402 West Queens,8,1.6,1.4
2014,Acute hepatitis B,403 Flushing - Clearview,0,0,0
2014,Acute hepatitis B,404 Bayside - Littleneck,0,0,0
2014,Acute hepatitis B,405 Ridgewood - Forest Hills,0,0,0
2014,Acute hepatitis B,406 Fresh Meadows,1,1,0.8
2014,Acute hepatitis B,407 Southwest Queens,0,0,0
2014,Acute hepatitis B,408 Jamaica,1,0.3,0.4
2014,Acute hepatitis B,409 Southeast Queens,0,0,0
2014,Acute hepatitis B,410 Rockaway,0,0,0
2014,Acute hepatitis B,501 Port Richmond,0,0,0
2014,Acute hepatitis B,502 Stapleton - St. George,0,0,0
2014,Acute hepatitis B,503 Willowbrook,1,1.2,1.3
2014,Acute hepatitis B,504 South Beach - Tottenville,0,0,0
2015,Acute hepatitis B,101 Kingsbridge - Riverdale,1,1.1,1.2
2015,Acute hepatitis B,102 Northeast Bronx,2,1,1
2015,Acute hepatitis B,103 Fordham - Bronx Park,3,1.1,1.3
2015,Acute hepatitis B,104 Pelham - Throgs Neck,1,0.3,0.3
2015,Acute hepatitis B,105 Crotona - Tremont,2,0.9,1
2015,Acute hepatitis B,106 High Bridge - Morrisania,4,1.8,1.8
2015,Acute hepatitis B,107 Hunts Point - Mott Haven,1,0.7,0.7
2015,Acute hepatitis B,201 Greenpoint,1,0.7,0.5
2015,Acute hepatitis B,202 Downtown - Heights - Slope,2,0.8,0.8
2015,Acute hepatitis B,203 Bedford Stuyvesant - Crown Heights,4,1.2,1.1
2015,Acute hepatitis B,204 East New York,0,0,0
2015,Acute hepatitis B,205 Sunset Park,0,0,0
2015,Acute hepatitis B,206 Borough Park,0,0,0
2015,Acute hepatitis B,207 East Flatbush - Flatbush,2,0.7,0.6
2015,Acute hepatitis B,208 Canarsie - Flatlands,1,0.5,0.6
2015,Acute hepatitis B,209 Bensonhurst - Bay Ridge,1,0.4,0.4
2015,Acute hepatitis B,210 Coney Island - Sheepshead Bay,1,0.3,0.2
2015,Acute hepatitis B,211 Williamsburg - Bushwick,0,0,0
2015,Acute hepatitis B,301 Washington Heights - Inwood,1,0.4,0.4
2015,Acute hepatitis B,302 Central Harlem - Morningside Heights,4,2.4,2.2
2015,Acute hepatitis B,303 East Harlem,1,0.9,0.9
2015,Acute hepatitis B,304 Upper West Side,0,0,0
2015,Acute hepatitis B,305 Upper East Side,0,0,0
2015,Acute hepatitis B,306 Chelsea - Clinton,1,0.6,0.6
2015,Acute hepatitis B,307 Gramercy Park - Murray Hill,0,0,0
2015,Acute hepatitis B,308 Greenwich Village - Soho,0,0,0
2015,Acute hepatitis B,309 Union Square - Lower East Side,0,0,0
2015,Acute hepatitis B,310 Lower Manhattan,0,0,0
2015,Acute hepatitis B,401 Long Island City - Astoria,1,0.4,0.3
2015,Acute hepatitis B,402 West Queens,3,0.6,0.5
2015,Acute hepatitis B,403 Flushing - Clearview,2,0.7,0.7
2015,Acute hepatitis B,404 Bayside - Littleneck,0,0,0
2015,Acute hepatitis B,405 Ridgewood - Forest Hills,1,0.4,0.3
2015,Acute hepatitis B,406 Fresh Meadows,0,0,0
2015,Acute hepatitis B,407 Southwest Queens,1,0.4,0.4
2015,Acute hepatitis B,408 Jamaica,3,1,1
2015,Acute hepatitis B,409 Southeast Queens,2,1,0.9
2015,Acute hepatitis B,410 Rockaway,0,0,0
2015,Acute hepatitis B,501 Port Richmond,1,1.4,1.2
2015,Acute hepatitis B,502 Stapleton - St. George,1,0.8,0.9
2015,Acute hepatitis B,503 Willowbrook,0,0,0
2015,Acute hepatitis B,504 South Beach - Tottenville,0,0,0
2016,Acute hepatitis B,101 Kingsbridge - Riverdale,0,0,0
2016,Acute hepatitis B,102 Northeast Bronx,1,0.5,0.4
2016,Acute hepatitis B,103 Fordham - Bronx Park,6,2.3,2.2
2016,Acute hepatitis B,104 Pelham - Throgs Neck,0,0,0
2016,Acute hepatitis B,105 Crotona - Tremont,3,1.4,1.4
2016,Acute hepatitis B,106 High Bridge - Morrisania,0,0,0
2016,Acute hepatitis B,107 Hunts Point - Mott Haven,4,2.8,3.1
2016,Acute hepatitis B,201 Greenpoint,1,0.7,1
2016,Acute hepatitis B,202 Downtown - Heights - Slope,4,1.7,1.5
2016,Acute hepatitis B,203 Bedford Stuyvesant - Crown Heights,7,2.2,2.1
2016,Acute hepatitis B,204 East New York,0,0,0
2016,Acute hepatitis B,205 Sunset Park,1,0.7,0.6
2016,Acute hepatitis B,206 Borough Park,2,0.6,0.6
2016,Acute hepatitis B,207 East Flatbush - Flatbush,1,0.3,0.3
2016,Acute hepatitis B,208 Canarsie - Flatlands,0,0,0
2016,Acute hepatitis B,209 Bensonhurst - Bay Ridge,1,0.4,0.4
2016,Acute hepatitis B,210 Coney Island - Sheepshead Bay,1,0.3,0.3
2016,Acute hepatitis B,211 Williamsburg - Bushwick,0,0,0
2016,Acute hepatitis B,301 Washington Heights - Inwood,4,1.6,1.4
2016,Acute hepatitis B,302 Central Harlem - Morningside Heights,1,0.6,0.5
2016,Acute hepatitis B,303 East Harlem,1,0.9,0.9
2016,Acute hepatitis B,304 Upper West Side,3,1.3,1.1
2016,Acute hepatitis B,305 Upper East Side,1,0.4,0.4
2016,Acute hepatitis B,306 Chelsea - Clinton,5,3.1,2.2
2016,Acute hepatitis B,307 Gramercy Park - Murray Hill,3,2.2,1.7
2016,Acute hepatitis B,308 Greenwich Village - Soho,0,0,0
2016,Acute hepatitis B,309 Union Square - Lower East Side,0,0,0
2016,Acute hepatitis B,310 Lower Manhattan,1,1.7,2.2
2016,Acute hepatitis B,401 Long Island City - Astoria,2,0.9,0.8
2016,Acute hepatitis B,402 West Queens,6,1.2,1
2016,Acute hepatitis B,403 Flushing - Clearview,2,0.7,0.7
2016,Acute hepatitis B,404 Bayside - Littleneck,0,0,0
2016,Acute hepatitis B,405 Ridgewood - Forest Hills,0,0,0
2016,Acute hepatitis B,406 Fresh Meadows,0,0,0
2016,Acute hepatitis B,407 Southwest Queens,0,0,0
2016,Acute hepatitis B,408 Jamaica,0,0,0
2016,Acute hepatitis B,409 Southeast Queens,0,0,0
2016,Acute hepatitis B,410 Rockaway,0,0,0
2016,Acute hepatitis B,501 Port Richmond,0,0,0
2016,Acute hepatitis B,502 Stapleton - St. George,0,0,0
2016,Acute hepatitis B,503 Willowbrook,0,0,0
2016,Acute hepatitis B,504 South Beach - Tottenville,0,0,0
2006,Chronic hepatitis C,101 Kingsbridge - Riverdale,98,109.6,103.6
2006,Chronic hepatitis C,102 Northeast Bronx,267,142.7,133.3
2006,Chronic hepatitis C,103 Fordham - Bronx Park,456,184.1,202
2006,Chronic hepatitis C,104 Pelham - Throgs Neck,551,189.8,187.7
2006,Chronic hepatitis C,105 Crotona - Tremont,609,301.7,342
2006,Chronic hepatitis C,106 High Bridge - Morrisania,639,321.5,354.6
2006,Chronic hepatitis C,107 Hunts Point - Mott Haven,497,383.1,434.3
2006,Chronic hepatitis C,201 Greenpoint,178,145.5,166.8
2006,Chronic hepatitis C,202 Downtown - Heights - Slope,402,186.9,186.5
2006,Chronic hepatitis C,203 Bedford Stuyvesant - Crown Heights,584,186.3,193
2006,Chronic hepatitis C,204 East New York,262,145.4,156.4
2006,Chronic hepatitis C,205 Sunset Park,171,139.6,144.5
2006,Chronic hepatitis C,206 Borough Park,352,108,115.8
2006,Chronic hepatitis C,207 East Flatbush - Flatbush,317,104.9,102.6
2006,Chronic hepatitis C,208 Canarsie - Flatlands,156,80.5,75.1
2006,Chronic hepatitis C,209 Bensonhurst - Bay Ridge,217,107.7,101.1
2006,Chronic hepatitis C,210 Coney Island - Sheepshead Bay,408,142,138.8
2006,Chronic hepatitis C,211 Williamsburg - Bushwick,518,258.6,289.5
2006,Chronic hepatitis C,301 Washington Heights - Inwood,324,125.7,126.9
2006,Chronic hepatitis C,302 Central Harlem - Morningside Heights,425,266.9,277.2
2006,Chronic hepatitis C,303 East Harlem,508,462.1,484.6
2006,Chronic hepatitis C,304 Upper West Side,284,128.1,112
2006,Chronic hepatitis C,305 Upper East Side,172,77.5,67.9
2006,Chronic hepatitis C,306 Chelsea - Clinton,356,256.1,225.5
2006,Chronic hepatitis C,307 Gramercy Park - Murray Hill,169,128.3,121
2006,Chronic hepatitis C,308 Greenwich Village - Soho,172,203.9,183.2
2006,Chronic hepatitis C,309 Union Square - Lower East Side,433,217.3,212.9
2006,Chronic hepatitis C,310 Lower Manhattan,53,117.6,125.1
2006,Chronic hepatitis C,401 Long Island City - Astoria,301,143,143.4
2006,Chronic hepatitis C,402 West Queens,1259,267.4,254.4
2006,Chronic hepatitis C,403 Flushing - Clearview,157,62.2,54.4
2006,Chronic hepatitis C,404 Bayside - Littleneck,54,62.9,54.5
2006,Chronic hepatitis C,405 Ridgewood - Forest Hills,230,95.9,88.6
2006,Chronic hepatitis C,406 Fresh Meadows,77,82.8,77.7
2006,Chronic hepatitis C,407 Southwest Queens,233,89.5,85.3
2006,Chronic hepatitis C,408 Jamaica,354,125.8,119.8
2006,Chronic hepatitis C,409 Southeast Queens,138,71.1,63.5
2006,Chronic hepatitis C,410 Rockaway,166,152.4,151.5
2006,Chronic hepatitis C,501 Port Richmond,96,143.5,143.9
2006,Chronic hepatitis C,502 Stapleton - St. George,183,152.1,142.6
2006,Chronic hepatitis C,503 Willowbrook,59,69.3,62.6
2006,Chronic hepatitis C,504 South Beach - Tottenville,183,98.8,88.9
2006,Chronic hepatitis C,"999 NYC resident, neighborhood unknown",1106,99999,99999
2007,Chronic hepatitis C,101 Kingsbridge - Riverdale,117,130.5,120.8
2007,Chronic hepatitis C,102 Northeast Bronx,221,117.9,109.2
2007,Chronic hepatitis C,103 Fordham - Bronx Park,475,191.3,210.6
2007,Chronic hepatitis C,104 Pelham - Throgs Neck,557,191,187.9
2007,Chronic hepatitis C,105 Crotona - Tremont,650,321.3,352.7
2007,Chronic hepatitis C,106 High Bridge - Morrisania,635,316.8,349.1
2007,Chronic hepatitis C,107 Hunts Point - Mott Haven,534,407.2,464
2007,Chronic hepatitis C,201 Greenpoint,146,118.5,136.4
2007,Chronic hepatitis C,202 Downtown - Heights - Slope,376,173.6,176.5
2007,Chronic hepatitis C,203 Bedford Stuyvesant - Crown Heights,615,196.7,202.7
2007,Chronic hepatitis C,204 East New York,292,161.5,172.7
2007,Chronic hepatitis C,205 Sunset Park,149,120.5,127.1
2007,Chronic hepatitis C,206 Borough Park,330,100.2,107.6
2007,Chronic hepatitis C,207 East Flatbush - Flatbush,341,113.9,109.4
2007,Chronic hepatitis C,208 Canarsie - Flatlands,161,83.1,77
2007,Chronic hepatitis C,209 Bensonhurst - Bay Ridge,203,99.3,90.8
2007,Chronic hepatitis C,210 Coney Island - Sheepshead Bay,472,162.9,153.5
2007,Chronic hepatitis C,211 Williamsburg - Bushwick,516,256,288.6
2007,Chronic hepatitis C,301 Washington Heights - Inwood,280,109.9,111.2
2007,Chronic hepatitis C,302 Central Harlem - Morningside Heights,394,246.7,255.6
2007,Chronic hepatitis C,303 East Harlem,508,463.1,482.4
2007,Chronic hepatitis C,304 Upper West Side,273,123.2,107.9
2007,Chronic hepatitis C,305 Upper East Side,162,72.9,65.8
2007,Chronic hepatitis C,306 Chelsea - Clinton,290,205.8,184.5
2007,Chronic hepatitis C,307 Gramercy Park - Murray Hill,181,136.2,132.9
2007,Chronic hepatitis C,308 Greenwich Village - Soho,169,200.2,185
2007,Chronic hepatitis C,309 Union Square - Lower East Side,448,224.6,214.7
2007,Chronic hepatitis C,310 Lower Manhattan,41,86.5,103.4
2007,Chronic hepatitis C,401 Long Island City - Astoria,254,120.6,120.7
2007,Chronic hepatitis C,402 West Queens,1655,349.7,332.8
2007,Chronic hepatitis C,403 Flushing - Clearview,171,67.5,58
2007,Chronic hepatitis C,404 Bayside - Littleneck,56,65,57.4
2007,Chronic hepatitis C,405 Ridgewood - Forest Hills,208,86.5,77.6
2007,Chronic hepatitis C,406 Fresh Meadows,80,85.4,77.9
2007,Chronic hepatitis C,407 Southwest Queens,234,89.8,85.3
2007,Chronic hepatitis C,408 Jamaica,391,139,131.8
2007,Chronic hepatitis C,409 Southeast Queens,140,72.5,62.3
2007,Chronic hepatitis C,410 Rockaway,200,182.2,181.3
2007,Chronic hepatitis C,501 Port Richmond,74,109.3,109.9
2007,Chronic hepatitis C,502 Stapleton - St. George,161,133.2,123.8
2007,Chronic hepatitis C,503 Willowbrook,70,82.3,70.3
2007,Chronic hepatitis C,504 South Beach - Tottenville,176,94.6,84.6
2007,Chronic hepatitis C,"999 NYC resident, neighborhood unknown",1191,99999,99999
2008,Chronic hepatitis C,101 Kingsbridge - Riverdale,83,92.2,83.8
2008,Chronic hepatitis C,102 Northeast Bronx,237,125.8,117.1
2008,Chronic hepatitis C,103 Fordham - Bronx Park,437,175.1,194.4
2008,Chronic hepatitis C,104 Pelham - Throgs Neck,491,167.2,163.6
2008,Chronic hepatitis C,105 Crotona - Tremont,521,256.2,288.6
2008,Chronic hepatitis C,106 High Bridge - Morrisania,499,246.1,267
2008,Chronic hepatitis C,107 Hunts Point - Mott Haven,468,352.2,396.3
2008,Chronic hepatitis C,201 Greenpoint,128,102.7,114.6
2008,Chronic hepatitis C,202 Downtown - Heights - Slope,333,151.9,155.9
2008,Chronic hepatitis C,203 Bedford Stuyvesant - Crown Heights,604,192.4,197.1
2008,Chronic hepatitis C,204 East New York,352,192.7,206.7
2008,Chronic hepatitis C,205 Sunset Park,121,96.4,101.4
2008,Chronic hepatitis C,206 Borough Park,315,94.2,103.1
2008,Chronic hepatitis C,207 East Flatbush - Flatbush,308,103.3,100.7
2008,Chronic hepatitis C,208 Canarsie - Flatlands,174,89.4,82.9
2008,Chronic hepatitis C,209 Bensonhurst - Bay Ridge,208,99.9,91.6
2008,Chronic hepatitis C,210 Coney Island - Sheepshead Bay,462,157.4,148.4
2008,Chronic hepatitis C,211 Williamsburg - Bushwick,441,215.9,243.1
2008,Chronic hepatitis C,301 Washington Heights - Inwood,274,108.2,107
2008,Chronic hepatitis C,302 Central Harlem - Morningside Heights,370,230.1,239
2008,Chronic hepatitis C,303 East Harlem,429,390,402.2
2008,Chronic hepatitis C,304 Upper West Side,216,97.5,86.6
2008,Chronic hepatitis C,305 Upper East Side,136,61.2,53
2008,Chronic hepatitis C,306 Chelsea - Clinton,343,240.2,213
2008,Chronic hepatitis C,307 Gramercy Park - Murray Hill,175,130.7,126.1
2008,Chronic hepatitis C,308 Greenwich Village - Soho,124,146.9,134.9
2008,Chronic hepatitis C,309 Union Square - Lower East Side,450,225,216.3
2008,Chronic hepatitis C,310 Lower Manhattan,46,92.5,110.7
2008,Chronic hepatitis C,401 Long Island City - Astoria,196,92.4,92.6
2008,Chronic hepatitis C,402 West Queens,1091,227.9,217.7
2008,Chronic hepatitis C,403 Flushing - Clearview,196,76.7,67.4
2008,Chronic hepatitis C,404 Bayside - Littleneck,52,60,48.8
2008,Chronic hepatitis C,405 Ridgewood - Forest Hills,227,93.7,82.7
2008,Chronic hepatitis C,406 Fresh Meadows,99,104.4,96.4
2008,Chronic hepatitis C,407 Southwest Queens,250,95.4,89.8
2008,Chronic hepatitis C,408 Jamaica,368,129.9,123.2
2008,Chronic hepatitis C,409 Southeast Queens,157,81.1,72.1
2008,Chronic hepatitis C,410 Rockaway,147,132,130.8
2008,Chronic hepatitis C,501 Port Richmond,80,116.3,118
2008,Chronic hepatitis C,502 Stapleton - St. George,169,138.4,130.3
2008,Chronic hepatitis C,503 Willowbrook,53,62.1,55.2
2008,Chronic hepatitis C,504 South Beach - Tottenville,176,93.9,83.8
2008,Chronic hepatitis C,"999 NYC resident, neighborhood unknown",819,99999,99999
2009,Chronic hepatitis C,101 Kingsbridge - Riverdale,78,86.2,76.4
2009,Chronic hepatitis C,102 Northeast Bronx,176,92.7,83.8
2009,Chronic hepatitis C,103 Fordham - Bronx Park,391,155.5,168.7
2009,Chronic hepatitis C,104 Pelham - Throgs Neck,444,149.9,146
2009,Chronic hepatitis C,105 Crotona - Tremont,384,187.3,206
2009,Chronic hepatitis C,106 High Bridge - Morrisania,377,183.4,197.9
2009,Chronic hepatitis C,107 Hunts Point - Mott Haven,352,260.7,293.6
2009,Chronic hepatitis C,201 Greenpoint,100,79.2,87
2009,Chronic hepatitis C,202 Downtown - Heights - Slope,269,120.9,123.5
2009,Chronic hepatitis C,203 Bedford Stuyvesant - Crown Heights,502,158.5,161.5
2009,Chronic hepatitis C,204 East New York,267,143.9,153.2
2009,Chronic hepatitis C,205 Sunset Park,98,76.7,79.2
2009,Chronic hepatitis C,206 Borough Park,257,75.6,83.5
2009,Chronic hepatitis C,207 East Flatbush - Flatbush,283,94.8,90.5
2009,Chronic hepatitis C,208 Canarsie - Flatlands,136,69.3,62.7
2009,Chronic hepatitis C,209 Bensonhurst - Bay Ridge,178,83.8,75.9
2009,Chronic hepatitis C,210 Coney Island - Sheepshead Bay,395,132.6,127.5
2009,Chronic hepatitis C,211 Williamsburg - Bushwick,325,156.3,176.6
2009,Chronic hepatitis C,301 Washington Heights - Inwood,191,76.5,75.9
2009,Chronic hepatitis C,302 Central Harlem - Morningside Heights,290,179.9,181.7
2009,Chronic hepatitis C,303 East Harlem,311,284,291.2
2009,Chronic hepatitis C,304 Upper West Side,164,74.4,65.5
2009,Chronic hepatitis C,305 Upper East Side,116,52.4,46.7
2009,Chronic hepatitis C,306 Chelsea - Clinton,224,155.7,142.8
2009,Chronic hepatitis C,307 Gramercy Park - Murray Hill,124,92.4,85.1
2009,Chronic hepatitis C,308 Greenwich Village - Soho,107,127.4,114.4
2009,Chronic hepatitis C,309 Union Square - Lower East Side,265,133.1,124.3
2009,Chronic hepatitis C,310 Lower Manhattan,42,81.3,82.1
2009,Chronic hepatitis C,401 Long Island City - Astoria,199,93.1,90.1
2009,Chronic hepatitis C,402 West Queens,837,172.4,166.1
2009,Chronic hepatitis C,403 Flushing - Clearview,181,70.1,59.7
2009,Chronic hepatitis C,404 Bayside - Littleneck,24,27.4,21.9
2009,Chronic hepatitis C,405 Ridgewood - Forest Hills,200,81.7,73.9
2009,Chronic hepatitis C,406 Fresh Meadows,53,55.1,47.9
2009,Chronic hepatitis C,407 Southwest Queens,213,80.4,77.4
2009,Chronic hepatitis C,408 Jamaica,366,127.6,120.2
2009,Chronic hepatitis C,409 Southeast Queens,119,61.1,54.4
2009,Chronic hepatitis C,410 Rockaway,179,157.7,151.9
2009,Chronic hepatitis C,501 Port Richmond,59,84.5,85.5
2009,Chronic hepatitis C,502 Stapleton - St. George,122,99.1,92.4
2009,Chronic hepatitis C,503 Willowbrook,54,63.1,54.6
2009,Chronic hepatitis C,504 South Beach - Tottenville,129,68.4,60.1
2009,Chronic hepatitis C,"999 NYC resident, neighborhood unknown",480,99999,99999
2010,Chronic hepatitis C,101 Kingsbridge - Riverdale,80,87.9,73.9
2010,Chronic hepatitis C,102 Northeast Bronx,187,98.2,88.8
2010,Chronic hepatitis C,103 Fordham - Bronx Park,324,128.4,138.9
2010,Chronic hepatitis C,104 Pelham - Throgs Neck,383,128.6,124.2
2010,Chronic hepatitis C,105 Crotona - Tremont,346,168.1,181.9
2010,Chronic hepatitis C,106 High Bridge - Morrisania,388,185.1,201
2010,Chronic hepatitis C,107 Hunts Point - Mott Haven,294,214.9,241.9
2010,Chronic hepatitis C,201 Greenpoint,99,74.8,85.6
2010,Chronic hepatitis C,202 Downtown - Heights - Slope,201,89.5,93.2
2010,Chronic hepatitis C,203 Bedford Stuyvesant - Crown Heights,417,130.6,131.9
2010,Chronic hepatitis C,204 East New York,242,128.4,135.5
2010,Chronic hepatitis C,205 Sunset Park,95,73.6,77.3
2010,Chronic hepatitis C,206 Borough Park,285,83.4,88.2
2010,Chronic hepatitis C,207 East Flatbush - Flatbush,208,69.7,66.6
2010,Chronic hepatitis C,208 Canarsie - Flatlands,122,61.7,56.2
2010,Chronic hepatitis C,209 Bensonhurst - Bay Ridge,186,86.7,78.8
2010,Chronic hepatitis C,210 Coney Island - Sheepshead Bay,396,132.3,129
2010,Chronic hepatitis C,211 Williamsburg - Bushwick,292,138.3,152
2010,Chronic hepatitis C,301 Washington Heights - Inwood,268,107.9,103.1
2010,Chronic hepatitis C,302 Central Harlem - Morningside Heights,297,182.2,181.8
2010,Chronic hepatitis C,303 East Harlem,309,279.8,281.1
2010,Chronic hepatitis C,304 Upper West Side,134,61,51.6
2010,Chronic hepatitis C,305 Upper East Side,110,50.1,44.9
2010,Chronic hepatitis C,306 Chelsea - Clinton,258,173.4,153.3
2010,Chronic hepatitis C,307 Gramercy Park - Murray Hill,144,107.6,108.3
2010,Chronic hepatitis C,308 Greenwich Village - Soho,93,111.8,106.3
2010,Chronic hepatitis C,309 Union Square - Lower East Side,295,149.1,139.4
2010,Chronic hepatitis C,310 Lower Manhattan,41,76.5,78.1
2010,Chronic hepatitis C,401 Long Island City - Astoria,163,75.9,74.6
2010,Chronic hepatitis C,402 West Queens,696,141.7,136.2
2010,Chronic hepatitis C,403 Flushing - Clearview,149,57.3,48.1
2010,Chronic hepatitis C,404 Bayside - Littleneck,25,28.4,24.4
2010,Chronic hepatitis C,405 Ridgewood - Forest Hills,180,73.2,64.8
2010,Chronic hepatitis C,406 Fresh Meadows,64,66,59.3
2010,Chronic hepatitis C,407 Southwest Queens,179,67.2,63.4
2010,Chronic hepatitis C,408 Jamaica,329,113.5,106.7
2010,Chronic hepatitis C,409 Southeast Queens,127,64.9,55
2010,Chronic hepatitis C,410 Rockaway,106,91.8,87.2
2010,Chronic hepatitis C,501 Port Richmond,63,89.3,88.1
2010,Chronic hepatitis C,502 Stapleton - St. George,146,117.9,109.9
2010,Chronic hepatitis C,503 Willowbrook,45,52.6,46.3
2010,Chronic hepatitis C,504 South Beach - Tottenville,143,75.5,67.9
2010,Chronic hepatitis C,"999 NYC resident, neighborhood unknown",382,99999,99999
2011,Chronic hepatitis C,101 Kingsbridge - Riverdale,62,67.7,58.7
2011,Chronic hepatitis C,102 Northeast Bronx,148,77.2,68.6
2011,Chronic hepatitis C,103 Fordham - Bronx Park,274,107.4,113.2
2011,Chronic hepatitis C,104 Pelham - Throgs Neck,312,103.8,99.2
