Year,Disease,Neighborhood,Case Count,"Crude Rate per 100,000 Population","Age-Adjusted Rate per 100,000 Population"
2002,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,0,0,0
2002,"Meningococcal disease, invasive",308 Greenwich Village - Soho,0,0,0
2002,"Meningococcal disease, invasive",309 Union Square - Lower East Side,3,1.5,1.8
2002,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2002,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.5
2002,"Meningococcal disease, invasive",402 West Queens,3,0.6,0.7
2002,"Meningococcal disease, invasive",403 Flushing - Clearview,1,0.4,0.5
2002,"Meningococcal disease, invasive",404 Bayside - Littleneck,1,1.1,1.6
2002,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,0,0,0
2002,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2002,"Meningococcal disease, invasive",407 Southwest Queens,1,0.4,0.4
2002,"Meningococcal disease, invasive",408 Jamaica,2,0.7,0.7
2002,"Meningococcal disease, invasive",409 Southeast Queens,2,1,1
2002,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2002,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2002,"Meningococcal disease, invasive",502 Stapleton - St. George,0,0,0
2002,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2002,"Meningococcal disease, invasive",504 South Beach - Tottenville,0,0,0
2003,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2003,"Meningococcal disease, invasive",102 Northeast Bronx,2,1.1,1.1
2003,"Meningococcal disease, invasive",103 Fordham - Bronx Park,4,1.6,1.7
2003,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,1,0.3,0.3
2003,"Meningococcal disease, invasive",105 Crotona - Tremont,2,1,0.8
2003,"Meningococcal disease, invasive",106 High Bridge - Morrisania,1,0.5,0.4
2003,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,1,0.8,0.6
2003,"Meningococcal disease, invasive",201 Greenpoint,1,0.8,0.6
2003,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,2,0.9,0.9
2003,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,4,1.3,1.2
2003,"Meningococcal disease, invasive",204 East New York,0,0,0
2003,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2003,"Meningococcal disease, invasive",206 Borough Park,1,0.3,0.3
2003,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,2,0.6,0.6
2003,"Meningococcal disease, invasive",208 Canarsie - Flatlands,1,0.5,0.5
2003,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,0,0,0
2003,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,0,0,0
2003,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,1,0.5,0.4
2003,"Meningococcal disease, invasive",301 Washington Heights - Inwood,3,1.1,1.1
2003,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,3,1.9,1.8
2003,"Meningococcal disease, invasive",303 East Harlem,3,2.7,2.9
2003,"Meningococcal disease, invasive",304 Upper West Side,1,0.5,0.4
2003,"Meningococcal disease, invasive",305 Upper East Side,0,0,0
2003,"Meningococcal disease, invasive",306 Chelsea - Clinton,2,1.5,1.2
2003,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,0,0,0
2003,"Meningococcal disease, invasive",308 Greenwich Village - Soho,1,1.2,0.8
2003,"Meningococcal disease, invasive",309 Union Square - Lower East Side,1,0.5,0.4
2003,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2003,"Meningococcal disease, invasive",401 Long Island City - Astoria,0,0,0
2003,"Meningococcal disease, invasive",402 West Queens,2,0.4,0.4
2003,"Meningococcal disease, invasive",403 Flushing - Clearview,0,0,0
2003,"Meningococcal disease, invasive",404 Bayside - Littleneck,0,0,0
2003,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,0,0,0
2003,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2003,"Meningococcal disease, invasive",407 Southwest Queens,1,0.4,0.3
2003,"Meningococcal disease, invasive",408 Jamaica,2,0.7,0.7
2003,"Meningococcal disease, invasive",409 Southeast Queens,2,1,1.1
2003,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2003,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2003,"Meningococcal disease, invasive",502 Stapleton - St. George,1,0.8,0.8
2003,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2003,"Meningococcal disease, invasive",504 South Beach - Tottenville,0,0,0
2004,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2004,"Meningococcal disease, invasive",102 Northeast Bronx,1,0.5,0.5
2004,"Meningococcal disease, invasive",103 Fordham - Bronx Park,3,1.2,1.5
2004,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,1,0.3,0.3
2004,"Meningococcal disease, invasive",105 Crotona - Tremont,3,1.5,1.5
2004,"Meningococcal disease, invasive",106 High Bridge - Morrisania,1,0.5,0.5
2004,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,1,0.8,0.6
2004,"Meningococcal disease, invasive",201 Greenpoint,1,0.8,1.1
2004,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,0,0,0
2004,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,0,0,0
2004,"Meningococcal disease, invasive",204 East New York,0,0,0
2004,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2004,"Meningococcal disease, invasive",206 Borough Park,0,0,0
2004,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,0,0,0
2004,"Meningococcal disease, invasive",208 Canarsie - Flatlands,0,0,0
2004,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,1,0.5,0.5
2004,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,1,0.3,0.3
2004,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,1,0.5,0.4
2004,"Meningococcal disease, invasive",301 Washington Heights - Inwood,1,0.4,0.4
2004,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,0,0,0
2004,"Meningococcal disease, invasive",303 East Harlem,1,0.9,0.8
2004,"Meningococcal disease, invasive",304 Upper West Side,1,0.5,0.4
2004,"Meningococcal disease, invasive",305 Upper East Side,0,0,0
2004,"Meningococcal disease, invasive",306 Chelsea - Clinton,3,2.2,2.2
2004,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,1,0.8,0.5
2004,"Meningococcal disease, invasive",308 Greenwich Village - Soho,0,0,0
2004,"Meningococcal disease, invasive",309 Union Square - Lower East Side,0,0,0
2004,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2004,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.7
2004,"Meningococcal disease, invasive",402 West Queens,1,0.2,0.2
2004,"Meningococcal disease, invasive",403 Flushing - Clearview,0,0,0
2004,"Meningococcal disease, invasive",404 Bayside - Littleneck,0,0,0
2004,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,1,0.4,0.4
2004,"Meningococcal disease, invasive",406 Fresh Meadows,1,1.1,1.2
2004,"Meningococcal disease, invasive",407 Southwest Queens,3,1.1,1.1
2004,"Meningococcal disease, invasive",408 Jamaica,3,1.1,1.1
2004,"Meningococcal disease, invasive",409 Southeast Queens,0,0,0
2004,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2004,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2004,"Meningococcal disease, invasive",502 Stapleton - St. George,0,0,0
2004,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2004,"Meningococcal disease, invasive",504 South Beach - Tottenville,0,0,0
2005,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2005,"Meningococcal disease, invasive",102 Northeast Bronx,1,0.5,0.5
2005,"Meningococcal disease, invasive",103 Fordham - Bronx Park,3,1.2,1.4
2005,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,3,1,1
2005,"Meningococcal disease, invasive",105 Crotona - Tremont,1,0.5,0.4
2005,"Meningococcal disease, invasive",106 High Bridge - Morrisania,0,0,0
2005,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,0,0,0
2005,"Meningococcal disease, invasive",201 Greenpoint,0,0,0
2005,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,0,0,0
2005,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,2,0.6,0.6
2005,"Meningococcal disease, invasive",204 East New York,0,0,0
2005,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2005,"Meningococcal disease, invasive",206 Borough Park,1,0.3,0.3
2005,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,3,1,1
2005,"Meningococcal disease, invasive",208 Canarsie - Flatlands,1,0.5,0.6
2005,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,0,0,0
2005,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,1,0.3,0.4
2005,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,3,1.5,1.7
2005,"Meningococcal disease, invasive",301 Washington Heights - Inwood,3,1.2,1.1
2005,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,0,0,0
2005,"Meningococcal disease, invasive",303 East Harlem,1,0.9,0.8
2005,"Meningococcal disease, invasive",304 Upper West Side,2,0.9,1.6
2005,"Meningococcal disease, invasive",305 Upper East Side,0,0,0
2005,"Meningococcal disease, invasive",306 Chelsea - Clinton,0,0,0
2005,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,0,0,0
2005,"Meningococcal disease, invasive",308 Greenwich Village - Soho,0,0,0
2005,"Meningococcal disease, invasive",309 Union Square - Lower East Side,0,0,0
2005,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2005,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.4
2005,"Meningococcal disease, invasive",402 West Queens,0,0,0
2005,"Meningococcal disease, invasive",403 Flushing - Clearview,1,0.4,0.5
2005,"Meningococcal disease, invasive",404 Bayside - Littleneck,0,0,0
2005,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,0,0,0
2005,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2005,"Meningococcal disease, invasive",407 Southwest Queens,0,0,0
2005,"Meningococcal disease, invasive",408 Jamaica,0,0,0
2005,"Meningococcal disease, invasive",409 Southeast Queens,0,0,0
2005,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2005,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2005,"Meningococcal disease, invasive",502 Stapleton - St. George,0,0,0
2005,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2005,"Meningococcal disease, invasive",504 South Beach - Tottenville,1,0.5,0.4
2006,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2006,"Meningococcal disease, invasive",102 Northeast Bronx,0,0,0
2006,"Meningococcal disease, invasive",103 Fordham - Bronx Park,0,0,0
2006,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,2,0.7,0.7
2006,"Meningococcal disease, invasive",105 Crotona - Tremont,1,0.5,0.6
2006,"Meningococcal disease, invasive",106 High Bridge - Morrisania,2,1,0.9
2006,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,0,0,0
2006,"Meningococcal disease, invasive",201 Greenpoint,2,1.6,1.3
2006,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,1,0.5,0.5
2006,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,9,2.9,2.9
2006,"Meningococcal disease, invasive",204 East New York,2,1.1,1.1
2006,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2006,"Meningococcal disease, invasive",206 Borough Park,3,0.9,0.9
2006,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,3,1,1
2006,"Meningococcal disease, invasive",208 Canarsie - Flatlands,1,0.5,0.6
2006,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,1,0.5,0.7
2006,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,0,0,0
2006,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,10,5,5.2
2006,"Meningococcal disease, invasive",301 Washington Heights - Inwood,0,0,0
2006,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,0,0,0
2006,"Meningococcal disease, invasive",303 East Harlem,0,0,0
2006,"Meningococcal disease, invasive",304 Upper West Side,3,1.4,1.4
2006,"Meningococcal disease, invasive",305 Upper East Side,1,0.5,0.8
2006,"Meningococcal disease, invasive",306 Chelsea - Clinton,1,0.7,0.5
2006,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,0,0,0
2006,"Meningococcal disease, invasive",308 Greenwich Village - Soho,1,1.2,2.1
2006,"Meningococcal disease, invasive",309 Union Square - Lower East Side,2,1,0.8
2006,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2006,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.5
2006,"Meningococcal disease, invasive",402 West Queens,6,1.3,1.2
2006,"Meningococcal disease, invasive",403 Flushing - Clearview,1,0.4,0.5
2006,"Meningococcal disease, invasive",404 Bayside - Littleneck,1,1.2,0.9
2006,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,1,0.4,0.5
2006,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2006,"Meningococcal disease, invasive",407 Southwest Queens,1,0.4,0.4
2006,"Meningococcal disease, invasive",408 Jamaica,1,0.4,0.3
2006,"Meningococcal disease, invasive",409 Southeast Queens,1,0.5,0.5
2006,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2006,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2006,"Meningococcal disease, invasive",502 Stapleton - St. George,0,0,0
2006,"Meningococcal disease, invasive",503 Willowbrook,1,1.2,1.4
2006,"Meningococcal disease, invasive",504 South Beach - Tottenville,0,0,0
2007,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2007,"Meningococcal disease, invasive",102 Northeast Bronx,0,0,0
2007,"Meningococcal disease, invasive",103 Fordham - Bronx Park,0,0,0
2007,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,1,0.3,0.3
2007,"Meningococcal disease, invasive",105 Crotona - Tremont,1,0.5,0.5
2007,"Meningococcal disease, invasive",106 High Bridge - Morrisania,0,0,0
2007,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,1,0.8,0.6
2007,"Meningococcal disease, invasive",201 Greenpoint,0,0,0
2007,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,0,0,0
2007,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,2,0.6,0.6
2007,"Meningococcal disease, invasive",204 East New York,2,1.1,1.1
2007,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2007,"Meningococcal disease, invasive",206 Borough Park,2,0.6,0.5
2007,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,1,0.3,0.3
2007,"Meningococcal disease, invasive",208 Canarsie - Flatlands,1,0.5,0.6
2007,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,0,0,0
2007,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,0,0,0
2007,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,2,1,1.5
2007,"Meningococcal disease, invasive",301 Washington Heights - Inwood,1,0.4,0.4
2007,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,0,0,0
2007,"Meningococcal disease, invasive",303 East Harlem,1,0.9,0.8
2007,"Meningococcal disease, invasive",304 Upper West Side,0,0,0
2007,"Meningococcal disease, invasive",305 Upper East Side,1,0.5,0.4
2007,"Meningococcal disease, invasive",306 Chelsea - Clinton,1,0.7,0.5
2007,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,1,0.8,0.7
2007,"Meningococcal disease, invasive",308 Greenwich Village - Soho,0,0,0
2007,"Meningococcal disease, invasive",309 Union Square - Lower East Side,0,0,0
2007,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2007,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.5
2007,"Meningococcal disease, invasive",402 West Queens,0,0,0
2007,"Meningococcal disease, invasive",403 Flushing - Clearview,0,0,0
2007,"Meningococcal disease, invasive",404 Bayside - Littleneck,2,2.3,1.7
2007,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,0,0,0
2007,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2007,"Meningococcal disease, invasive",407 Southwest Queens,0,0,0
2007,"Meningococcal disease, invasive",408 Jamaica,0,0,0
2007,"Meningococcal disease, invasive",409 Southeast Queens,0,0,0
2007,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2007,"Meningococcal disease, invasive",501 Port Richmond,1,1.5,1.3
2007,"Meningococcal disease, invasive",502 Stapleton - St. George,0,0,0
2007,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2007,"Meningococcal disease, invasive",504 South Beach - Tottenville,0,0,0
2008,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,2,2.2,2.2
2008,"Meningococcal disease, invasive",102 Northeast Bronx,0,0,0
2008,"Meningococcal disease, invasive",103 Fordham - Bronx Park,2,0.8,0.8
2008,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,0,0,0
2008,"Meningococcal disease, invasive",105 Crotona - Tremont,0,0,0
2008,"Meningococcal disease, invasive",106 High Bridge - Morrisania,2,1,0.8
2008,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,0,0,0
2008,"Meningococcal disease, invasive",201 Greenpoint,0,0,0
2008,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,1,0.5,0.5
2008,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,0,0,0
2008,"Meningococcal disease, invasive",204 East New York,1,0.5,0.5
2008,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2008,"Meningococcal disease, invasive",206 Borough Park,0,0,0
2008,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,0,0,0
2008,"Meningococcal disease, invasive",208 Canarsie - Flatlands,0,0,0
2008,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,2,1,0.8
2008,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,1,0.3,0.3
2008,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,0,0,0
2008,"Meningococcal disease, invasive",301 Washington Heights - Inwood,0,0,0
2008,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,0,0,0
2008,"Meningococcal disease, invasive",303 East Harlem,2,1.8,1.9
2008,"Meningococcal disease, invasive",304 Upper West Side,1,0.5,0.4
2008,"Meningococcal disease, invasive",305 Upper East Side,1,0.5,0.3
2008,"Meningococcal disease, invasive",306 Chelsea - Clinton,2,1.4,1.1
2008,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,1,0.7,0.5
2008,"Meningococcal disease, invasive",308 Greenwich Village - Soho,0,0,0
2008,"Meningococcal disease, invasive",309 Union Square - Lower East Side,0,0,0
2008,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2008,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.3
2008,"Meningococcal disease, invasive",402 West Queens,1,0.2,0.2
2008,"Meningococcal disease, invasive",403 Flushing - Clearview,2,0.8,0.6
2008,"Meningococcal disease, invasive",404 Bayside - Littleneck,0,0,0
2008,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,0,0,0
2008,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2008,"Meningococcal disease, invasive",407 Southwest Queens,3,1.1,1.1
2008,"Meningococcal disease, invasive",408 Jamaica,0,0,0
2008,"Meningococcal disease, invasive",409 Southeast Queens,2,1,1
2008,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2008,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2008,"Meningococcal disease, invasive",502 Stapleton - St. George,1,0.8,0.7
2008,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2008,"Meningococcal disease, invasive",504 South Beach - Tottenville,0,0,0
2009,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2009,"Meningococcal disease, invasive",102 Northeast Bronx,1,0.5,0.6
2009,"Meningococcal disease, invasive",103 Fordham - Bronx Park,0,0,0
2009,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,0,0,0
2009,"Meningococcal disease, invasive",105 Crotona - Tremont,0,0,0
2009,"Meningococcal disease, invasive",106 High Bridge - Morrisania,0,0,0
2009,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,0,0,0
2009,"Meningococcal disease, invasive",201 Greenpoint,0,0,0
2009,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,0,0,0
2009,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,0,0,0
2009,"Meningococcal disease, invasive",204 East New York,0,0,0
2009,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2009,"Meningococcal disease, invasive",206 Borough Park,0,0,0
2009,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,2,0.7,0.7
2009,"Meningococcal disease, invasive",208 Canarsie - Flatlands,0,0,0
2009,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,0,0,0
2009,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,0,0,0
2009,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,0,0,0
2009,"Meningococcal disease, invasive",301 Washington Heights - Inwood,3,1.2,1.1
2009,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,1,0.6,0.6
2009,"Meningococcal disease, invasive",303 East Harlem,0,0,0
2009,"Meningococcal disease, invasive",304 Upper West Side,0,0,0
2009,"Meningococcal disease, invasive",305 Upper East Side,1,0.5,0.3
2009,"Meningococcal disease, invasive",306 Chelsea - Clinton,0,0,0
2009,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,0,0,0
2009,"Meningococcal disease, invasive",308 Greenwich Village - Soho,0,0,0
2009,"Meningococcal disease, invasive",309 Union Square - Lower East Side,1,0.5,0.5
2009,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2009,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.3
2009,"Meningococcal disease, invasive",402 West Queens,0,0,0
2009,"Meningococcal disease, invasive",403 Flushing - Clearview,2,0.8,0.8
2009,"Meningococcal disease, invasive",404 Bayside - Littleneck,0,0,0
2009,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,0,0,0
2009,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2009,"Meningococcal disease, invasive",407 Southwest Queens,2,0.8,0.8
2009,"Meningococcal disease, invasive",408 Jamaica,2,0.7,0.7
2009,"Meningococcal disease, invasive",409 Southeast Queens,0,0,0
2009,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2009,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2009,"Meningococcal disease, invasive",502 Stapleton - St. George,0,0,0
2009,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2009,"Meningococcal disease, invasive",504 South Beach - Tottenville,1,0.5,0.6
2010,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2010,"Meningococcal disease, invasive",102 Northeast Bronx,2,1,1.1
2010,"Meningococcal disease, invasive",103 Fordham - Bronx Park,3,1.2,1.1
2010,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,0,0,0
2010,"Meningococcal disease, invasive",105 Crotona - Tremont,2,1,0.8
2010,"Meningococcal disease, invasive",106 High Bridge - Morrisania,0,0,0
2010,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,0,0,0
2010,"Meningococcal disease, invasive",201 Greenpoint,0,0,0
2010,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,0,0,0
2010,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,0,0,0
2010,"Meningococcal disease, invasive",204 East New York,0,0,0
2010,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2010,"Meningococcal disease, invasive",206 Borough Park,1,0.3,0.3
2010,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,0,0,0
2010,"Meningococcal disease, invasive",208 Canarsie - Flatlands,2,1,1
2010,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,0,0,0
2010,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,0,0,0
2010,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,2,0.9,1.3
2010,"Meningococcal disease, invasive",301 Washington Heights - Inwood,0,0,0
2010,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,0,0,0
2010,"Meningococcal disease, invasive",303 East Harlem,0,0,0
2010,"Meningococcal disease, invasive",304 Upper West Side,0,0,0
2010,"Meningococcal disease, invasive",305 Upper East Side,2,0.9,1.5
2010,"Meningococcal disease, invasive",306 Chelsea - Clinton,2,1.3,1.3
2010,"Meningococcal disease, invasive",307 Gramercy Park - Murray Hill,1,0.7,0.7
2010,"Meningococcal disease, invasive",308 Greenwich Village - Soho,0,0,0
2010,"Meningococcal disease, invasive",309 Union Square - Lower East Side,0,0,0
2010,"Meningococcal disease, invasive",310 Lower Manhattan,0,0,0
2010,"Meningococcal disease, invasive",401 Long Island City - Astoria,1,0.5,0.8
2010,"Meningococcal disease, invasive",402 West Queens,0,0,0
2010,"Meningococcal disease, invasive",403 Flushing - Clearview,0,0,0
2010,"Meningococcal disease, invasive",404 Bayside - Littleneck,1,1.1,0.8
2010,"Meningococcal disease, invasive",405 Ridgewood - Forest Hills,0,0,0
2010,"Meningococcal disease, invasive",406 Fresh Meadows,0,0,0
2010,"Meningococcal disease, invasive",407 Southwest Queens,0,0,0
2010,"Meningococcal disease, invasive",408 Jamaica,0,0,0
2010,"Meningococcal disease, invasive",409 Southeast Queens,0,0,0
2010,"Meningococcal disease, invasive",410 Rockaway,0,0,0
2010,"Meningococcal disease, invasive",501 Port Richmond,0,0,0
2010,"Meningococcal disease, invasive",502 Stapleton - St. George,0,0,0
2010,"Meningococcal disease, invasive",503 Willowbrook,0,0,0
2010,"Meningococcal disease, invasive",504 South Beach - Tottenville,0,0,0
2011,"Meningococcal disease, invasive",101 Kingsbridge - Riverdale,0,0,0
2011,"Meningococcal disease, invasive",102 Northeast Bronx,0,0,0
2011,"Meningococcal disease, invasive",103 Fordham - Bronx Park,3,1.2,1.5
2011,"Meningococcal disease, invasive",104 Pelham - Throgs Neck,1,0.3,0.3
2011,"Meningococcal disease, invasive",105 Crotona - Tremont,0,0,0
2011,"Meningococcal disease, invasive",106 High Bridge - Morrisania,2,0.9,0.9
2011,"Meningococcal disease, invasive",107 Hunts Point - Mott Haven,0,0,0
2011,"Meningococcal disease, invasive",201 Greenpoint,0,0,0
2011,"Meningococcal disease, invasive",202 Downtown - Heights - Slope,1,0.4,0.3
2011,"Meningococcal disease, invasive",203 Bedford Stuyvesant - Crown Heights,0,0,0
2011,"Meningococcal disease, invasive",204 East New York,1,0.5,0.4
2011,"Meningococcal disease, invasive",205 Sunset Park,0,0,0
2011,"Meningococcal disease, invasive",206 Borough Park,2,0.6,0.5
2011,"Meningococcal disease, invasive",207 East Flatbush - Flatbush,0,0,0
2011,"Meningococcal disease, invasive",208 Canarsie - Flatlands,1,0.5,0.4
2011,"Meningococcal disease, invasive",209 Bensonhurst - Bay Ridge,0,0,0
2011,"Meningococcal disease, invasive",210 Coney Island - Sheepshead Bay,2,0.7,0.8
2011,"Meningococcal disease, invasive",211 Williamsburg - Bushwick,0,0,0
2011,"Meningococcal disease, invasive",301 Washington Heights - Inwood,1,0.4,0.4
2011,"Meningococcal disease, invasive",302 Central Harlem - Morningside Heights,2,1.2,1.1
2011,"Meningococcal disease, invasive",303 East Harlem,0,0,0
